GISJOIN,YEAR,REGION,REGIONA,DIVISION,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,PLACE,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSA,CBSAA,CSA,CSAA,METDIV,METDIVA,NECTA,NECTAA,CNECTA,CNECTAA,NECTADIV,NECTADIVA,UA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELM,SDELMA,SDSEC,SDSECA,SDUNI,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,UEPE001,UEQE001,UEQE002,UEQE003,UEQE004,UEQE005,UEQE006,UEQE007,UEQE008,UEQE009,UEQE010,UEZE001,UEZE002,UEZE003,UGSE001,UGSE002,UGSE003,UGSE004,UGSE005,UGSE006,UGSE007,UGSE008,UGSE009,UGSE010,UGSE011,UGSE012,UGSE013,UGSE014,UGSE015,UGSE016,UGSE017,UGSE018,UGSE019,UGSE020,UGSE021,UGSE022,UGSE023,UGSE024,UGSE025,UG7E001,UG7E002,UG7E003,UG7E004,UG7E005,UG7E006,UG7E007,UG7E008,UILE001,UJAE001,UJ8E001,UJ8E002,UJ8E003,UJ8E004,UJ8E005,UJ8E006,UJ8E007,NAME_M,UEPM001,UEQM001,UEQM002,UEQM003,UEQM004,UEQM005,UEQM006,UEQM007,UEQM008,UEQM009,UEQM010,UEZM001,UEZM002,UEZM003,UGSM001,UGSM002,UGSM003,UGSM004,UGSM005,UGSM006,UGSM007,UGSM008,UGSM009,UGSM010,UGSM011,UGSM012,UGSM013,UGSM014,UGSM015,UGSM016,UGSM017,UGSM018,UGSM019,UGSM020,UGSM021,UGSM022,UGSM023,UGSM024,UGSM025,UG7M001,UG7M002,UG7M003,UG7M004,UG7M005,UG7M006,UG7M007,UG7M008,UILM001,UJAM001,UJ8M001,UJ8M002,UJ8M003,UJ8M004,UJ8M005,UJ8M006,UJ8M007
"G1200310","2009-2013",,,,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duval County, Florida",872598,872598,539304,256737,2620,36784,809,10094,26250,3432,22818,872598,803952,68646,579312,7038,49,143,139,282,795,763,894,2499,2535,5609,7962,14995,15640,10860,140078,25346,44090,92374,54038,105624,33466,9564,4529,854989,70314,74424,40107,42873,61409,23728,542134,0.4680,26143,691293,460550,449949,397396,52553,10601,230743,"Duval County, Florida",0,0,2046,1698,429,926,205,1479,1959,627,1820,0,0,0,205,788,46,154,102,136,270,260,294,424,453,668,655,1004,1050,790,3251,1177,1633,2469,2064,2254,1394,754,472,965,3741,3673,2920,3047,3563,2283,5779,0.0072,394,588,2586,2713,3111,1827,990,2652
"G1200330","2009-2013",,,,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Escambia County, Florida",300795,300795,208609,66610,1638,8388,544,2634,12372,1168,11204,300795,285939,14856,197601,1899,6,0,116,87,437,187,191,1120,699,2251,3261,4884,5785,3072,47121,9144,15476,32423,22549,30575,11817,2789,1712,280065,22400,28383,14007,13916,21676,7164,172519,0.4526,23441,244094,151452,140801,123875,16926,10651,92642,"Escambia County, Florida",0,0,789,865,326,416,50,590,931,321,845,0,0,0,104,311,9,32,110,52,219,99,105,251,176,339,439,512,552,357,1333,770,787,1337,1154,1095,823,367,318,1022,1728,2242,1449,1652,1922,1019,3034,0.0081,433,386,1450,1753,1804,1162,963,1469
"G1200350","2009-2013",,,,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flagler County, Florida",97301,97301,78444,10906,114,2206,99,3415,2117,473,1644,97301,88526,8775,72086,748,0,0,0,0,132,128,43,198,204,617,581,1467,1026,1892,20712,3343,5853,12127,6220,11278,4137,757,623,96435,6459,9526,4909,4996,5535,4167,60843,0.4387,24497,80853,39316,39284,34404,4880,32,41537,"Flagler County, Florida",0,0,761,468,96,194,133,845,500,244,412,0,0,0,147,244,32,32,32,32,109,81,40,95,97,205,191,354,271,457,1097,507,607,928,641,822,467,182,194,266,1071,1537,1091,961,783,1003,2109,0.0173,944,244,1169,1165,1171,603,39,1188
"G1200370","2009-2013",,,,,"Florida","12","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Florida",11554,11554,9444,1810,34,60,3,85,118,11,107,11554,11012,542,8817,84,0,0,0,14,59,29,30,87,140,175,275,411,412,109,2433,829,735,1302,424,936,192,103,38,9574,987,985,327,355,911,260,5749,0.4701,19843,9832,4747,4747,4175,572,0,5085,"Franklin County, Florida",0,0,75,128,34,54,6,44,90,21,87,0,0,0,111,42,21,21,21,15,47,26,24,66,82,80,83,98,116,86,281,172,166,193,129,189,62,61,34,727,295,351,155,145,340,151,484,0.0373,1978,105,603,603,561,186,21,678
"G1200390","2009-2013",,,,,"Florida","12","Gadsden County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gadsden County, Florida",46860,46860,17902,25952,48,209,10,2069,670,63,607,46860,42212,4648,31962,620,26,0,21,11,263,103,231,494,374,558,1085,1160,1648,693,9259,2057,2081,4392,2111,2883,1459,127,306,44509,6591,5223,2500,3779,3166,973,22277,0.4588,17615,37135,19924,19895,17094,2801,29,17211,"Gadsden County, Florida",0,0,618,258,39,103,14,615,271,88,257,0,0,0,124,180,42,29,26,12,114,80,116,187,116,152,236,293,275,184,704,310,335,498,295,425,294,63,138,233,1004,787,716,922,768,400,1324,0.0139,838,188,757,756,790,420,33,816
"G1200410","2009-2013",,,,,"Florida","12","Gilchrist County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilchrist County, Florida",16917,16917,15531,969,45,84,0,60,228,30,198,16917,16078,839,11323,131,0,0,0,0,32,33,60,77,65,163,318,839,391,181,3575,724,703,1770,1003,830,350,67,11,15683,1611,2168,476,1139,1246,288,8755,0.4715,20180,13869,6883,6883,5750,1133,0,6986,"Gilchrist County, Florida",0,0,88,44,40,14,21,58,77,35,71,0,0,0,54,70,21,21,21,21,38,33,50,53,44,71,143,258,121,98,357,193,175,258,224,190,125,58,18,164,477,508,165,421,367,160,680,0.0485,1994,113,402,402,437,270,21,432
"G1200430","2009-2013",,,,,"Florida","12","Glades County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glades County, Florida",13080,13080,10261,1654,565,71,0,480,49,23,26,13080,10294,2786,9527,227,0,8,24,8,16,19,100,93,59,160,344,501,372,162,3067,927,421,1203,655,723,346,80,12,11831,1640,1253,582,720,1372,530,5734,0.4151,16011,10878,4554,4554,3835,719,0,6324,"Glades County, Florida",0,0,238,68,7,20,21,241,49,31,27,0,0,0,232,156,21,17,40,16,18,23,92,67,54,96,135,162,126,92,380,234,139,285,199,284,132,65,21,269,450,449,264,298,466,254,596,0.0291,1309,77,421,421,479,261,21,415
"G1200450","2009-2013",,,,,"Florida","12","Gulf County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gulf County, Florida",15793,15793,12279,2909,111,144,0,145,205,23,182,15793,15086,707,11922,134,0,0,0,0,5,5,103,63,134,319,421,547,541,173,3598,826,681,1842,912,1185,282,94,57,13472,1095,1114,946,955,1374,268,7720,0.4281,18546,13581,6328,6316,5564,752,12,7253,"Gulf County, Florida",0,0,72,179,45,135,21,69,109,24,103,0,0,0,159,97,21,21,21,21,11,11,92,36,75,119,86,167,128,88,331,175,184,284,223,229,100,50,34,274,356,336,335,266,350,140,641,0.0289,1257,118,372,372,383,222,21,388
"G1200470","2009-2013",,,,,"Florida","12","Hamilton County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Florida",14655,14655,8889,5199,43,21,0,302,201,93,108,14655,13343,1312,9775,168,0,30,6,107,26,15,69,69,113,304,313,568,535,110,3220,690,661,1201,651,669,205,39,6,11392,1233,1450,484,811,746,369,6299,0.4636,16295,12123,5248,5247,4390,857,1,6875,"Hamilton County, Florida",0,0,169,123,27,34,21,145,119,90,67,0,0,0,143,104,21,37,14,77,28,28,57,37,64,101,92,143,130,52,345,150,160,260,136,197,82,29,6,266,392,383,213,269,254,163,577,0.0477,1573,68,329,329,308,234,3,336
"G1200490","2009-2013",,,,,"Florida","12","Hardee County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardee County, Florida",27336,27336,22191,2265,157,322,2,2069,330,128,202,27336,15617,11719,17159,668,0,28,117,21,385,338,150,1222,353,812,675,625,509,244,4759,1366,1045,1679,646,1126,271,56,64,25531,2431,5133,2387,2319,2121,427,10713,0.4652,15366,20726,11214,11200,9643,1557,14,9512,"Hardee County, Florida",0,0,766,325,186,31,4,696,196,85,161,0,0,0,216,213,25,34,125,26,215,169,113,310,120,250,182,188,172,87,407,321,239,290,172,272,94,45,51,486,668,956,658,631,584,172,936,0.0406,1284,144,516,514,531,341,22,540
"G1200510","2009-2013",,,,,"Florida","12","Hendry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hendry County, Florida",38346,38346,26406,4901,693,330,42,5356,618,218,400,38346,19380,18966,23461,818,30,16,39,302,277,334,491,1413,407,885,1174,800,822,555,6157,1440,1198,2746,1226,1586,633,67,45,36137,4455,5193,3511,3289,3121,837,15731,0.4562,16133,28642,16967,16967,14351,2616,0,11675,"Hendry County, Florida",0,0,1207,233,115,75,71,1283,278,181,204,0,0,0,190,292,45,29,53,163,153,165,260,431,205,270,304,209,228,183,625,292,252,414,254,299,213,56,47,489,1076,1038,814,929,921,461,1382,0.0185,1022,166,713,713,762,430,29,727
"G1200530","2009-2013",,,,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hernando County, Florida",173119,173119,155440,9170,565,1816,95,2984,3049,331,2718,173119,154703,18416,127654,1216,9,40,81,37,67,204,248,462,283,1684,2331,3428,3841,3272,40634,8419,11023,19083,11562,13491,4597,981,661,170632,13120,13232,8504,11723,13159,7124,103770,0.4190,21411,143511,68530,68474,56716,11758,56,74981,"Hernando County, Florida",0,0,690,433,247,249,91,613,531,161,510,0,0,0,83,254,15,54,96,35,45,110,136,164,108,278,368,490,431,357,1253,719,760,991,815,849,499,226,188,471,1282,1483,1194,1374,1327,1110,2677,0.0109,506,351,1347,1353,1320,795,48,1441
"G1200550","2009-2013",,,,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Highlands County, Florida",98275,98275,83588,9474,599,1366,97,1653,1498,340,1158,98275,80894,17381,73949,942,20,0,27,51,344,274,530,1020,570,1741,1976,2639,2244,1668,22736,4407,6049,9968,5701,7062,2703,702,575,96764,6808,12667,5579,7484,9201,3219,51806,0.4339,20072,82436,36523,36459,30935,5524,64,45913,"Highlands County, Florida",0,0,604,373,394,183,125,454,384,222,264,0,0,0,86,238,25,32,27,61,201,127,188,286,207,353,406,433,364,263,1079,537,599,778,476,511,376,170,156,380,1067,1364,941,1341,1116,622,1650,0.0170,721,196,791,784,1001,621,54,831
"G1200570","2009-2013",,,,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsborough County, Florida",1257913,1257913,913889,212004,6677,43742,948,44631,36022,7690,28332,1257913,940234,317679,832593,11251,201,173,489,1347,2601,2495,2751,9003,3430,8601,14393,16829,18908,17062,199439,33827,50575,119196,74484,158926,59207,17656,9749,1238654,93171,115361,60891,63995,92637,32480,780119,0.4771,27149,995811,658206,652682,580852,71830,5524,337605,"Hillsborough County, Florida",0,0,3103,2104,1341,878,243,2624,2079,1177,1841,0,0,0,68,828,88,93,172,345,476,471,442,916,474,768,802,972,1099,1121,3759,1347,1669,2533,2536,2507,1685,1067,741,1039,4012,4893,3928,3545,4466,2683,7274,0.0043,287,773,3367,3469,3901,2105,691,3235
"G1200590","2009-2013",,,,,"Florida","12","Holmes County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holmes County, Florida",19864,19864,17934,1095,50,118,28,36,603,20,583,19864,19365,499,14021,145,0,0,0,11,52,104,90,100,202,434,550,818,672,263,3888,1192,929,1988,901,1048,476,137,21,18026,1299,2996,1031,843,1724,796,9337,0.4252,16845,16297,7184,7159,6363,796,25,9113,"Holmes County, Florida",0,0,52,141,37,71,42,36,133,32,125,0,0,0,140,67,21,21,21,17,37,87,61,62,86,205,153,202,202,101,383,176,177,268,217,201,138,95,28,239,379,745,285,306,482,431,901,0.0191,988,150,424,433,415,226,33,455
"G1200610","2009-2013",,,,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indian River County, Florida",139356,139356,120850,12611,310,1633,7,1836,2109,284,1825,139356,123489,15867,104246,1478,0,0,49,56,114,157,220,847,632,1107,1620,2324,2631,2291,25214,4780,8499,15396,9079,17302,7299,2091,1060,137759,8073,12766,7462,8701,11340,3895,85522,0.5181,30532,116937,61429,61339,52296,9043,90,55508,"Indian River County, Florida",0,0,655,299,134,205,12,572,371,231,319,0,0,0,146,384,32,32,69,42,75,120,137,276,264,313,416,427,409,323,999,515,679,894,714,854,587,328,198,265,1325,1580,904,1385,1481,698,2403,0.0161,1215,268,1343,1342,1454,776,86,1329
"G1200630","2009-2013",,,,,"Florida","12","Jackson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Florida",49326,49326,34048,12981,220,260,0,636,1181,215,966,49326,47132,2194,35317,700,0,0,23,32,121,89,117,406,417,705,1243,1369,1636,923,8705,3528,2971,4663,2642,3319,1311,306,91,41536,4224,4056,2596,2277,4476,1285,22622,0.4550,17525,40953,18559,18547,16149,2398,12,22394,"Jackson County, Florida",0,0,264,227,76,56,29,233,243,122,208,0,0,0,242,156,29,29,27,30,56,47,73,140,148,168,225,204,232,241,592,381,377,435,320,360,203,98,46,449,789,773,559,463,930,464,1044,0.0170,887,158,686,686,712,373,18,723
"G1200650","2009-2013",,,,,"Florida","12","Jefferson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Florida",14469,14469,8701,5319,33,0,9,261,146,35,111,14469,13907,562,10789,146,0,0,10,12,35,9,21,73,33,179,270,455,571,212,2673,983,773,1826,684,1190,476,72,86,12585,747,1417,930,1072,857,324,7238,0.4480,21184,12217,6117,6103,5194,909,14,6100,"Jefferson County, Florida",0,0,231,84,38,21,13,191,84,52,66,0,0,0,71,55,21,21,16,21,33,15,23,48,36,85,114,171,142,69,328,214,174,293,156,228,114,41,54,196,258,375,348,354,292,193,648,0.0307,1599,67,266,259,275,182,20,274
"G1200670","2009-2013",,,,,"Florida","12","Lafayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Florida",8745,8745,6925,1309,0,6,0,386,119,87,32,8745,7715,1030,5844,152,0,0,4,17,23,1,22,28,57,42,195,363,303,56,1800,463,309,975,490,378,140,16,10,7489,556,954,432,518,497,302,4230,0.4818,18660,7135,3843,3809,3383,426,34,3292,"Lafayette County, Florida",0,0,309,277,19,11,19,191,113,104,34,0,177,177,209,79,19,19,10,17,32,3,26,26,48,30,126,139,104,62,256,134,137,158,153,149,76,24,12,335,220,333,246,259,307,173,478,0.0657,2916,164,322,326,319,181,50,361
"G1200690","2009-2013",,,,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Florida",300926,300926,250925,29086,1178,5438,245,7844,6210,1501,4709,300926,262972,37954,218635,2458,0,0,99,110,755,406,805,1571,1040,2697,4101,5442,5799,4557,63024,11544,18295,33129,18083,29686,10974,2731,1329,297139,15743,25127,16004,14248,23286,9764,192967,0.4343,24183,246570,133650,133388,117409,15979,262,112920,"Lake County, Florida",0,0,1702,738,272,396,198,1445,1018,583,774,0,0,0,160,419,32,32,127,73,268,139,258,416,267,424,612,757,607,564,1972,881,1060,1463,1142,1540,875,455,277,321,1815,1991,1973,1691,2506,1672,3128,0.0124,548,419,1526,1500,1710,1191,159,1608
"G1200710","2009-2013",,,,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Florida",633968,633968,533670,53045,2293,9686,127,24876,10271,2541,7730,633968,515941,118027,463578,5991,62,58,434,925,1341,1057,1718,5638,2096,4745,5987,10578,9791,10237,131990,18436,35213,66223,36496,71871,28550,9074,5067,625055,46405,50144,33941,34673,48340,21702,389850,0.4720,27348,525549,286481,286240,247502,38738,241,239068,"Lee County, Florida",0,0,2585,1035,748,377,111,2768,1087,614,967,0,0,0,146,712,50,43,167,284,349,294,460,916,441,594,593,914,866,876,2351,1051,1401,2013,1479,1964,1176,623,577,887,2976,3415,2855,2372,2845,2237,4277,0.0065,399,497,2901,2919,2856,1871,136,2939
"G1200730","2009-2013",,,,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leon County, Florida",278624,278624,175105,85281,955,8570,102,2788,5823,829,4994,278624,262427,16197,160509,1025,0,17,22,119,79,151,258,441,363,740,1676,2569,3450,2273,25227,6220,9258,21710,13917,40605,19919,5257,5213,265043,37594,23959,10647,10263,13473,6795,162312,0.4907,26196,230998,153667,153407,136171,17236,260,77331,"Leon County, Florida",0,0,642,640,217,290,163,464,794,226,781,0,0,0,78,269,32,20,33,93,43,88,124,153,138,188,319,380,425,336,1163,553,582,1029,841,1392,919,564,491,1076,2019,1852,1142,1371,1565,1048,2656,0.0084,535,302,1628,1649,1573,1129,141,1645
"G1200750","2009-2013",,,,,"Florida","12","Levy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Levy County, Florida",40289,40289,35177,3806,117,217,3,219,750,105,645,40289,37238,3051,28824,574,0,0,0,0,7,4,127,85,186,591,858,1299,1062,665,9362,2043,2462,4173,2116,2205,730,212,63,39509,3935,5413,2538,2814,3003,1776,20030,0.4429,18304,32909,16371,16353,13931,2422,18,16538,"Levy County, Florida",0,0,197,108,79,86,4,184,180,91,148,0,0,0,130,257,29,29,29,29,12,9,82,52,100,171,251,262,226,157,664,248,375,486,306,319,206,117,57,222,590,897,750,549,605,614,1242,0.0206,934,138,581,582,586,364,27,582
"G1200770","2009-2013",,,,,"Florida","12","Liberty County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Florida",8308,8308,6295,1441,102,59,0,173,238,0,238,8308,7725,583,5518,33,0,0,0,7,32,14,23,65,75,174,237,245,368,74,1555,725,333,647,202,451,185,15,58,6716,544,1077,245,475,426,159,3790,0.4669,16266,6798,3351,3351,2660,691,0,3447,"Liberty County, Florida",0,0,310,312,103,78,19,152,183,19,183,0,177,177,231,23,19,19,19,11,32,23,24,77,54,68,100,81,92,57,247,145,96,149,92,141,71,15,50,191,225,369,111,226,196,99,451,0.0387,1681,166,287,287,242,267,19,268
"G1200790","2009-2013",,,,,"Florida","12","Madison County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Florida",19070,19070,10922,7339,35,42,100,304,328,9,319,19070,18144,926,13280,100,0,0,0,18,61,61,56,166,131,394,480,524,579,331,4011,1087,1319,1805,865,786,403,44,59,16946,1591,2225,1074,1168,1900,704,8284,0.4334,15538,15570,7542,7522,6456,1066,20,8028,"Madison County, Florida",0,0,179,249,40,34,147,207,177,10,177,0,0,0,146,46,21,21,21,21,47,43,38,83,114,129,131,122,129,128,325,204,235,233,237,191,123,43,39,199,400,513,367,366,517,289,824,0.0206,1166,57,340,346,347,231,25,348
"G1200810","2009-2013",,,,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manatee County, Florida",329487,329487,276626,29569,962,5691,163,11709,4767,709,4058,329487,280099,49388,239526,2847,9,59,121,441,397,472,1422,2446,1060,2992,3440,4992,5460,3935,65007,10082,16158,34173,20353,38906,17451,4621,2682,325249,22012,27165,16309,15832,24855,8343,210733,0.4597,27322,270493,150618,150426,133379,17047,192,119875,"Manatee County, Florida",0,0,1588,626,343,346,88,1533,769,287,687,0,0,0,169,466,15,45,101,186,163,181,354,434,255,477,477,645,693,456,1551,831,895,1487,1017,1490,990,520,371,417,1970,2143,1716,1620,2545,1115,3066,0.0081,528,337,1444,1455,1678,1085,112,1432
"G1200830","2009-2013",,,,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Florida",333503,333503,271846,42291,1212,4600,94,7277,6183,1405,4778,333503,296120,37383,245434,2738,118,81,73,372,334,301,566,1938,1309,3557,5072,7594,7321,5474,74653,14642,19849,35123,21715,27750,9844,3282,1728,325289,23133,35824,19962,20826,26191,10288,189065,0.4438,21992,277618,136003,135811,117005,18806,192,141615,"Marion County, Florida",0,0,1602,788,314,271,74,1411,932,409,869,0,0,0,206,498,101,77,68,169,146,146,215,315,298,502,567,752,718,602,1884,1005,1035,1364,1154,1278,675,512,295,648,2079,2847,2091,1695,2345,1246,3725,0.0116,507,430,1999,1990,2161,1087,107,1995
"G1200850","2009-2013",,,,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Florida",147786,147786,128198,8275,637,1431,25,6899,2321,678,1643,147786,129354,18432,112423,1292,0,6,149,198,265,268,178,1298,218,1121,1307,2129,2096,2082,25382,4315,9237,16971,10338,21397,7887,3135,1154,144762,8506,10260,7276,6770,8397,3818,99735,0.5142,34057,125371,66888,66833,58300,8533,55,58483,"Martin County, Florida",0,0,1096,329,384,173,31,1160,432,293,323,0,0,0,214,257,32,13,117,133,163,134,102,374,116,287,323,404,399,291,1163,526,775,814,767,1056,589,469,246,380,1233,1471,1402,1141,1297,809,2166,0.0116,1110,249,1167,1167,1166,741,67,1182
"G1200860","2009-2013",,,,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami-Dade County, Florida",2549075,2549075,1916250,480201,4092,40515,644,71327,36046,13091,22955,2549075,895685,1653390,1752160,38235,960,458,3004,6259,11219,10822,14719,64729,17215,29259,41747,32522,35050,64921,450403,46204,69844,204273,149802,290647,102249,47265,20354,2502559,196836,301915,168465,160897,208008,77082,1389356,0.5150,23174,2066991,1294865,1292661,1139865,152796,2204,772126,"Miami-Dade County, Florida",0,0,5012,2964,733,1095,142,3760,1950,1313,1729,0,0,0,183,1627,226,157,450,687,970,865,1014,2502,1189,1381,1933,1680,1679,2273,5662,1577,1959,3373,2869,4579,2820,1579,1059,1484,6836,7858,6720,5403,6147,3634,11499,0.0035,224,1188,4720,4679,5034,3239,389,4810
"G1200870","2009-2013",,,,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Florida",74213,74213,66376,5040,131,815,5,933,913,94,819,74213,58574,15639,57445,723,64,0,82,74,98,77,60,346,274,428,782,984,940,896,15222,1990,4195,8992,5122,10106,3753,1415,822,72900,4923,4921,2876,3350,6260,2242,48328,0.5060,33974,64428,40862,39759,36767,2992,1103,23566,"Monroe County, Florida",0,0,455,373,98,112,10,343,209,96,208,0,0,0,349,262,80,32,82,72,65,53,45,127,123,173,317,271,235,191,915,312,408,752,493,686,452,251,212,217,654,811,690,914,941,650,1423,0.0165,1417,133,877,916,917,433,206,872
"G1200890","2009-2013",,,,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nassau County, Florida",74163,74163,67032,4888,302,646,25,300,970,114,856,74163,71574,2589,52439,210,0,0,0,2,52,0,138,149,177,646,921,1147,1265,863,15328,3069,4314,8150,4044,8122,2910,635,297,73150,4103,5104,2923,3771,4294,2513,50442,0.4420,28926,60278,35428,35108,31577,3531,320,24850,"Nassau County, Florida",0,0,295,179,108,132,34,244,262,81,239,0,0,0,129,119,32,32,32,3,51,32,138,93,92,165,264,230,224,227,764,377,535,660,487,684,412,212,135,251,829,979,633,785,970,770,1670,0.0233,1301,234,878,885,884,456,165,905
"G1200910","2009-2013",,,,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okaloosa County, Florida",185852,185852,149824,16841,1097,5825,133,4012,8120,948,7172,185852,172013,13839,125221,1018,38,0,39,127,135,35,140,614,497,1071,1303,2048,2758,1629,28026,6019,10497,21930,12963,20595,10771,1874,1094,180619,9393,14790,7029,7640,11320,5659,124788,0.4308,28600,149158,98708,90412,82413,7999,8296,50450,"Okaloosa County, Florida",0,0,793,832,231,405,112,746,1126,262,1035,0,0,0,86,226,35,32,66,112,87,30,65,188,185,225,277,324,438,295,1253,645,777,1026,822,977,742,321,237,862,1240,1875,1129,1096,1356,975,2324,0.0089,680,297,1295,1383,1435,627,688,1341
"G1200930","2009-2013",,,,,"Florida","12","Okeechobee County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okeechobee County, Florida",39642,39642,33703,3553,258,158,0,1431,539,83,456,39642,30036,9606,26676,896,0,21,122,87,160,347,438,1118,549,820,941,1618,902,568,6643,2264,1779,3240,1435,1916,572,208,32,37013,3330,6625,2765,3161,3689,979,16464,0.4794,17787,31518,16045,16045,13492,2553,0,15473,"Okeechobee County, Florida",0,0,626,200,130,130,29,608,234,72,220,0,0,0,118,271,29,40,96,94,99,189,249,331,158,195,203,400,234,215,593,436,321,476,267,325,145,95,33,620,719,1437,728,680,710,415,1166,0.0344,1567,149,689,689,734,435,29,740
"G1200950","2009-2013",,,,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Florida",1175416,1175416,766259,242680,3450,58473,1412,68740,34402,9186,25216,1175416,850780,324636,756005,10822,85,103,420,675,1987,2225,2623,6903,3263,7792,10990,15011,16647,17172,177120,27110,43626,107874,75813,153296,53673,13525,7250,1147558,84232,110997,68589,64527,90348,33070,695795,0.4693,24877,934112,643100,642381,569109,73272,719,291012,"Orange County, Florida",0,0,3803,1946,784,1154,306,3923,2185,1254,1879,0,0,0,72,826,67,114,175,216,393,540,425,685,524,793,863,805,1042,1197,3824,1354,1394,2688,2175,3251,1741,852,735,2497,4187,4870,4333,3729,4111,2674,7864,0.0051,294,780,4156,4134,3793,2334,220,4136
"G1200970","2009-2013",,,,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osceola County, Florida",279837,279837,212949,31241,692,7540,58,17187,10170,3149,7021,279837,148771,131066,179864,3335,25,17,54,330,872,764,1034,2102,1606,2685,3145,3660,4729,4855,52471,10065,12110,26976,17449,22400,6747,1283,1150,276826,21081,28401,19971,19126,27537,8841,151869,0.4146,19007,216796,140384,140298,122341,17957,86,76412,"Osceola County, Florida",0,0,2352,1287,259,585,102,1771,1357,659,1247,0,0,0,115,515,39,22,48,192,288,290,288,414,507,457,535,517,618,577,1740,1011,986,1388,1219,1409,668,266,277,447,2356,2993,2634,2585,2570,1696,4650,0.0097,441,567,1772,1767,1896,1090,73,1863
